Files already downloaded and verified
Files already downloaded and verified
Saving  mask (task#:0)
Task: 2 Train Epoch: 16 [1280/5000 (25%)]	Loss: 0.540395
Task: 2 Train Epoch: 16 [2560/5000 (50%)]	Loss: 0.438340
Task: 2 Train Epoch: 16 [3840/5000 (75%)]	Loss: 0.557575

Task: 2   Test set: Avg. loss: 0.0010, Accuracy: 723/1000(72%)

Task: 2 Train Epoch: 17 [0/5000 (0%)]	Loss: 0.412493
Task: 2 Train Epoch: 17 [1280/5000 (25%)]	Loss: 0.534612
Task: 2 Train Epoch: 17 [2560/5000 (50%)]	Loss: 0.564363
Task: 2 Train Epoch: 17 [3840/5000 (75%)]	Loss: 0.358405

Task: 2   Test set: Avg. loss: 0.0010, Accuracy: 719/1000(72%)

Task: 2 Train Epoch: 18 [0/5000 (0%)]	Loss: 0.494785
Task: 2 Train Epoch: 18 [1280/5000 (25%)]	Loss: 0.389451
Task: 2 Train Epoch: 18 [2560/5000 (50%)]	Loss: 0.559476
Task: 2 Train Epoch: 18 [3840/5000 (75%)]	Loss: 0.402166

Task: 2   Test set: Avg. loss: 0.0011, Accuracy: 713/1000(71%)

Task: 2 Train Epoch: 19 [0/5000 (0%)]	Loss: 0.489762
Task: 2 Train Epoch: 19 [1280/5000 (25%)]	Loss: 0.488813
Task: 2 Train Epoch: 19 [2560/5000 (50%)]	Loss: 0.385356
Task: 2 Train Epoch: 19 [3840/5000 (75%)]	Loss: 0.441173

Task: 2   Test set: Avg. loss: 0.0011, Accuracy: 712/1000(71%)

Task: 2 Train Epoch: 20 [0/5000 (0%)]	Loss: 0.402682
Task: 2 Train Epoch: 20 [1280/5000 (25%)]	Loss: 0.332321
Task: 2 Train Epoch: 20 [2560/5000 (50%)]	Loss: 0.548335
Task: 2 Train Epoch: 20 [3840/5000 (75%)]	Loss: 0.425337

Task: 2   Test set: Avg. loss: 0.0011, Accuracy: 709/1000(71%)

Task: 2 Train Epoch: 21 [0/5000 (0%)]	Loss: 0.385741
Task: 2 Train Epoch: 21 [1280/5000 (25%)]	Loss: 0.445354
Task: 2 Train Epoch: 21 [2560/5000 (50%)]	Loss: 0.322678
Task: 2 Train Epoch: 21 [3840/5000 (75%)]	Loss: 0.366747

Task: 2   Test set: Avg. loss: 0.0011, Accuracy: 728/1000(73%)

Task: 2 Train Epoch: 22 [0/5000 (0%)]	Loss: 0.419278
Task: 2 Train Epoch: 22 [1280/5000 (25%)]	Loss: 0.253438
Task: 2 Train Epoch: 22 [2560/5000 (50%)]	Loss: 0.476794
Task: 2 Train Epoch: 22 [3840/5000 (75%)]	Loss: 0.354818

Task: 2   Test set: Avg. loss: 0.0011, Accuracy: 730/1000(73%)

Task: 2 Train Epoch: 23 [0/5000 (0%)]	Loss: 0.351203
Task: 2 Train Epoch: 23 [1280/5000 (25%)]	Loss: 0.398840
Task: 2 Train Epoch: 23 [2560/5000 (50%)]	Loss: 0.281031
Task: 2 Train Epoch: 23 [3840/5000 (75%)]	Loss: 0.305267

Task: 2   Test set: Avg. loss: 0.0011, Accuracy: 737/1000(74%)

Task: 2 Train Epoch: 24 [0/5000 (0%)]	Loss: 0.488084
Task: 2 Train Epoch: 24 [1280/5000 (25%)]	Loss: 0.328622
Task: 2 Train Epoch: 24 [2560/5000 (50%)]	Loss: 0.325477
Task: 2 Train Epoch: 24 [3840/5000 (75%)]	Loss: 0.381758

Task: 2   Test set: Avg. loss: 0.0012, Accuracy: 717/1000(72%)

Task: 2 Train Epoch: 25 [0/5000 (0%)]	Loss: 0.561625
Task: 2 Train Epoch: 25 [1280/5000 (25%)]	Loss: 0.503524
Task: 2 Train Epoch: 25 [2560/5000 (50%)]	Loss: 0.397917
Task: 2 Train Epoch: 25 [3840/5000 (75%)]	Loss: 0.402091

Task: 2   Test set: Avg. loss: 0.0012, Accuracy: 728/1000(73%)

Task: 2 Train Epoch: 26 [0/5000 (0%)]	Loss: 0.405748
Task: 2 Train Epoch: 26 [1280/5000 (25%)]	Loss: 0.265989
Task: 2 Train Epoch: 26 [2560/5000 (50%)]	Loss: 0.298752
Task: 2 Train Epoch: 26 [3840/5000 (75%)]	Loss: 0.312989

Task: 2   Test set: Avg. loss: 0.0012, Accuracy: 703/1000(70%)

Task: 2 Train Epoch: 27 [0/5000 (0%)]	Loss: 0.461736
Task: 2 Train Epoch: 27 [1280/5000 (25%)]	Loss: 0.393256
Task: 2 Train Epoch: 27 [2560/5000 (50%)]	Loss: 0.408485
Task: 2 Train Epoch: 27 [3840/5000 (75%)]	Loss: 0.469406

Task: 2   Test set: Avg. loss: 0.0012, Accuracy: 713/1000(71%)

Task: 2 Train Epoch: 28 [0/5000 (0%)]	Loss: 0.338590
Task: 2 Train Epoch: 28 [1280/5000 (25%)]	Loss: 0.544129
Task: 2 Train Epoch: 28 [2560/5000 (50%)]	Loss: 0.324960
Task: 2 Train Epoch: 28 [3840/5000 (75%)]	Loss: 0.356952

Task: 2   Test set: Avg. loss: 0.0012, Accuracy: 722/1000(72%)

Task: 2 Train Epoch: 29 [0/5000 (0%)]	Loss: 0.269298
Task: 2 Train Epoch: 29 [1280/5000 (25%)]	Loss: 0.330267
Task: 2 Train Epoch: 29 [2560/5000 (50%)]	Loss: 0.336933
Task: 2 Train Epoch: 29 [3840/5000 (75%)]	Loss: 0.349159

Task: 2   Test set: Avg. loss: 0.0012, Accuracy: 713/1000(71%)

Task: 2 Train Epoch: 30 [0/5000 (0%)]	Loss: 0.285499
Task: 2 Train Epoch: 30 [1280/5000 (25%)]	Loss: 0.307609
Task: 2 Train Epoch: 30 [2560/5000 (50%)]	Loss: 0.393530
Task: 2 Train Epoch: 30 [3840/5000 (75%)]	Loss: 0.333974

Task: 2   Test set: Avg. loss: 0.0012, Accuracy: 727/1000(73%)

Task: 2 Train Epoch: 31 [0/5000 (0%)]	Loss: 0.304256
Task: 2 Train Epoch: 31 [1280/5000 (25%)]	Loss: 0.329501
Task: 2 Train Epoch: 31 [2560/5000 (50%)]	Loss: 0.398478
Task: 2 Train Epoch: 31 [3840/5000 (75%)]	Loss: 0.298474

Task: 2   Test set: Avg. loss: 0.0012, Accuracy: 730/1000(73%)

Task: 2 Train Epoch: 32 [0/5000 (0%)]	Loss: 0.199140
Task: 2 Train Epoch: 32 [1280/5000 (25%)]	Loss: 0.295533
Task: 2 Train Epoch: 32 [2560/5000 (50%)]	Loss: 0.197540
Task: 2 Train Epoch: 32 [3840/5000 (75%)]	Loss: 0.289437

Task: 2   Test set: Avg. loss: 0.0013, Accuracy: 716/1000(72%)

Task: 2 Train Epoch: 33 [0/5000 (0%)]	Loss: 0.312545
Task: 2 Train Epoch: 33 [1280/5000 (25%)]	Loss: 0.383343
Task: 2 Train Epoch: 33 [2560/5000 (50%)]	Loss: 0.268207
Task: 2 Train Epoch: 33 [3840/5000 (75%)]	Loss: 0.255695

Task: 2   Test set: Avg. loss: 0.0012, Accuracy: 711/1000(71%)

Task: 2 Train Epoch: 34 [0/5000 (0%)]	Loss: 0.269412
Task: 2 Train Epoch: 34 [1280/5000 (25%)]	Loss: 0.303621
Task: 2 Train Epoch: 34 [2560/5000 (50%)]	Loss: 0.258288
Task: 2 Train Epoch: 34 [3840/5000 (75%)]	Loss: 0.231588

Task: 2   Test set: Avg. loss: 0.0013, Accuracy: 704/1000(70%)

Task: 2 Train Epoch: 35 [0/5000 (0%)]	Loss: 0.323984
Task: 2 Train Epoch: 35 [1280/5000 (25%)]	Loss: 0.275494
Task: 2 Train Epoch: 35 [2560/5000 (50%)]	Loss: 0.222258
Task: 2 Train Epoch: 35 [3840/5000 (75%)]	Loss: 0.176102

Task: 2   Test set: Avg. loss: 0.0012, Accuracy: 716/1000(72%)

Task: 2 Train Epoch: 36 [0/5000 (0%)]	Loss: 0.309510
Task: 2 Train Epoch: 36 [1280/5000 (25%)]	Loss: 0.254176
Task: 2 Train Epoch: 36 [2560/5000 (50%)]	Loss: 0.253722
Task: 2 Train Epoch: 36 [3840/5000 (75%)]	Loss: 0.169269

Task: 2   Test set: Avg. loss: 0.0013, Accuracy: 710/1000(71%)

Task: 2 Train Epoch: 37 [0/5000 (0%)]	Loss: 0.331218
Task: 2 Train Epoch: 37 [1280/5000 (25%)]	Loss: 0.288437
Task: 2 Train Epoch: 37 [2560/5000 (50%)]	Loss: 0.265157
Task: 2 Train Epoch: 37 [3840/5000 (75%)]	Loss: 0.192603

Task: 2   Test set: Avg. loss: 0.0013, Accuracy: 718/1000(72%)

Task: 2 Train Epoch: 38 [0/5000 (0%)]	Loss: 0.238205
Task: 2 Train Epoch: 38 [1280/5000 (25%)]	Loss: 0.277592
Task: 2 Train Epoch: 38 [2560/5000 (50%)]	Loss: 0.223401
Task: 2 Train Epoch: 38 [3840/5000 (75%)]	Loss: 0.163646

Task: 2   Test set: Avg. loss: 0.0013, Accuracy: 712/1000(71%)

Task: 2 Train Epoch: 39 [0/5000 (0%)]	Loss: 0.198018
Task: 2 Train Epoch: 39 [1280/5000 (25%)]	Loss: 0.156053
Task: 2 Train Epoch: 39 [2560/5000 (50%)]	Loss: 0.166789
Task: 2 Train Epoch: 39 [3840/5000 (75%)]	Loss: 0.208191

Task: 2   Test set: Avg. loss: 0.0013, Accuracy: 710/1000(71%)

Task: 2 Train Epoch: 40 [0/5000 (0%)]	Loss: 0.305712
Task: 2 Train Epoch: 40 [1280/5000 (25%)]	Loss: 0.271586
Task: 2 Train Epoch: 40 [2560/5000 (50%)]	Loss: 0.228810
Task: 2 Train Epoch: 40 [3840/5000 (75%)]	Loss: 0.294914

Task: 2   Test set: Avg. loss: 0.0013, Accuracy: 715/1000(72%)

Task: 2 Train Epoch: 41 [0/5000 (0%)]	Loss: 0.303846
Task: 2 Train Epoch: 41 [1280/5000 (25%)]	Loss: 0.348699
Task: 2 Train Epoch: 41 [2560/5000 (50%)]	Loss: 0.188166
Task: 2 Train Epoch: 41 [3840/5000 (75%)]	Loss: 0.292050

Task: 2   Test set: Avg. loss: 0.0013, Accuracy: 718/1000(72%)

Task: 2 Train Epoch: 42 [0/5000 (0%)]	Loss: 0.199146
Task: 2 Train Epoch: 42 [1280/5000 (25%)]	Loss: 0.185514
Task: 2 Train Epoch: 42 [2560/5000 (50%)]	Loss: 0.276917
Task: 2 Train Epoch: 42 [3840/5000 (75%)]	Loss: 0.280564

Task: 2   Test set: Avg. loss: 0.0013, Accuracy: 714/1000(71%)

Task: 2 Train Epoch: 43 [0/5000 (0%)]	Loss: 0.168899
Task: 2 Train Epoch: 43 [1280/5000 (25%)]	Loss: 0.210139
Task: 2 Train Epoch: 43 [2560/5000 (50%)]	Loss: 0.201727
Task: 2 Train Epoch: 43 [3840/5000 (75%)]	Loss: 0.193193

Task: 2   Test set: Avg. loss: 0.0013, Accuracy: 712/1000(71%)

Task: 2 Train Epoch: 44 [0/5000 (0%)]	Loss: 0.188037
Task: 2 Train Epoch: 44 [1280/5000 (25%)]	Loss: 0.172390
Task: 2 Train Epoch: 44 [2560/5000 (50%)]	Loss: 0.212622
Task: 2 Train Epoch: 44 [3840/5000 (75%)]	Loss: 0.164501

Task: 2   Test set: Avg. loss: 0.0014, Accuracy: 711/1000(71%)

Task: 2 Train Epoch: 45 [0/5000 (0%)]	Loss: 0.226802
Task: 2 Train Epoch: 45 [1280/5000 (25%)]	Loss: 0.193702
Task: 2 Train Epoch: 45 [2560/5000 (50%)]	Loss: 0.396409
Task: 2 Train Epoch: 45 [3840/5000 (75%)]	Loss: 0.247150

Task: 2   Test set: Avg. loss: 0.0014, Accuracy: 694/1000(69%)

Task: 2 Train Epoch: 46 [0/5000 (0%)]	Loss: 0.251201
Task: 2 Train Epoch: 46 [1280/5000 (25%)]	Loss: 0.284099
Task: 2 Train Epoch: 46 [2560/5000 (50%)]	Loss: 0.161021
Task: 2 Train Epoch: 46 [3840/5000 (75%)]	Loss: 0.157590

Task: 2   Test set: Avg. loss: 0.0014, Accuracy: 710/1000(71%)

Task: 2 Train Epoch: 47 [0/5000 (0%)]	Loss: 0.269592
Task: 2 Train Epoch: 47 [1280/5000 (25%)]	Loss: 0.185784
Task: 2 Train Epoch: 47 [2560/5000 (50%)]	Loss: 0.204103
Task: 2 Train Epoch: 47 [3840/5000 (75%)]	Loss: 0.316147

Task: 2   Test set: Avg. loss: 0.0014, Accuracy: 711/1000(71%)

Task: 2 Train Epoch: 48 [0/5000 (0%)]	Loss: 0.198565
Task: 2 Train Epoch: 48 [1280/5000 (25%)]	Loss: 0.232275
Task: 2 Train Epoch: 48 [2560/5000 (50%)]	Loss: 0.206901
Task: 2 Train Epoch: 48 [3840/5000 (75%)]	Loss: 0.126047

Task: 2   Test set: Avg. loss: 0.0014, Accuracy: 708/1000(71%)

Task: 2 Train Epoch: 49 [0/5000 (0%)]	Loss: 0.120937
Task: 2 Train Epoch: 49 [1280/5000 (25%)]	Loss: 0.121871
Task: 2 Train Epoch: 49 [2560/5000 (50%)]	Loss: 0.154155
Task: 2 Train Epoch: 49 [3840/5000 (75%)]	Loss: 0.215840

Task: 2   Test set: Avg. loss: 0.0014, Accuracy: 714/1000(71%)

Task: 2 Train Epoch: 50 [0/5000 (0%)]	Loss: 0.165130
Task: 2 Train Epoch: 50 [1280/5000 (25%)]	Loss: 0.204265
Task: 2 Train Epoch: 50 [2560/5000 (50%)]	Loss: 0.190852
Task: 2 Train Epoch: 50 [3840/5000 (75%)]	Loss: 0.152213

Task: 2   Test set: Avg. loss: 0.0014, Accuracy: 708/1000(71%)

Task: 2 Train Epoch: 51 [0/5000 (0%)]	Loss: 0.173765
Task: 2 Train Epoch: 51 [1280/5000 (25%)]	Loss: 0.188884
Task: 2 Train Epoch: 51 [2560/5000 (50%)]	Loss: 0.155532
Task: 2 Train Epoch: 51 [3840/5000 (75%)]	Loss: 0.135466

Task: 2   Test set: Avg. loss: 0.0014, Accuracy: 710/1000(71%)

Task: 2 Train Epoch: 52 [0/5000 (0%)]	Loss: 0.221535
Task: 2 Train Epoch: 52 [1280/5000 (25%)]	Loss: 0.215807
Task: 2 Train Epoch: 52 [2560/5000 (50%)]	Loss: 0.246260
Task: 2 Train Epoch: 52 [3840/5000 (75%)]	Loss: 0.238280

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 702/1000(70%)

Task: 2 Train Epoch: 53 [0/5000 (0%)]	Loss: 0.196327
Task: 2 Train Epoch: 53 [1280/5000 (25%)]	Loss: 0.168337
Task: 2 Train Epoch: 53 [2560/5000 (50%)]	Loss: 0.137810
Task: 2 Train Epoch: 53 [3840/5000 (75%)]	Loss: 0.189521

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 711/1000(71%)

Task: 2 Train Epoch: 54 [0/5000 (0%)]	Loss: 0.225212
Task: 2 Train Epoch: 54 [1280/5000 (25%)]	Loss: 0.294912
Task: 2 Train Epoch: 54 [2560/5000 (50%)]	Loss: 0.311839
Task: 2 Train Epoch: 54 [3840/5000 (75%)]	Loss: 0.390510

Task: 2   Test set: Avg. loss: 0.0014, Accuracy: 713/1000(71%)

Task: 2 Train Epoch: 55 [0/5000 (0%)]	Loss: 0.288815
Task: 2 Train Epoch: 55 [1280/5000 (25%)]	Loss: 0.169091
Task: 2 Train Epoch: 55 [2560/5000 (50%)]	Loss: 0.208199
Task: 2 Train Epoch: 55 [3840/5000 (75%)]	Loss: 0.142331

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 719/1000(72%)

Task: 2 Train Epoch: 56 [0/5000 (0%)]	Loss: 0.148798
Task: 2 Train Epoch: 56 [1280/5000 (25%)]	Loss: 0.138940
Task: 2 Train Epoch: 56 [2560/5000 (50%)]	Loss: 0.156620
Task: 2 Train Epoch: 56 [3840/5000 (75%)]	Loss: 0.208950

Task: 2   Test set: Avg. loss: 0.0016, Accuracy: 710/1000(71%)

Task: 2 Train Epoch: 57 [0/5000 (0%)]	Loss: 0.287079
Task: 2 Train Epoch: 57 [1280/5000 (25%)]	Loss: 0.251506
Task: 2 Train Epoch: 57 [2560/5000 (50%)]	Loss: 0.184893
Task: 2 Train Epoch: 57 [3840/5000 (75%)]	Loss: 0.222362

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 718/1000(72%)

Task: 2 Train Epoch: 58 [0/5000 (0%)]	Loss: 0.216675
Task: 2 Train Epoch: 58 [1280/5000 (25%)]	Loss: 0.165785
Task: 2 Train Epoch: 58 [2560/5000 (50%)]	Loss: 0.121831
Task: 2 Train Epoch: 58 [3840/5000 (75%)]	Loss: 0.108810

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 719/1000(72%)

Task: 2 Train Epoch: 59 [0/5000 (0%)]	Loss: 0.118534
Task: 2 Train Epoch: 59 [1280/5000 (25%)]	Loss: 0.112593
Task: 2 Train Epoch: 59 [2560/5000 (50%)]	Loss: 0.097361
Task: 2 Train Epoch: 59 [3840/5000 (75%)]	Loss: 0.188948

Task: 2   Test set: Avg. loss: 0.0016, Accuracy: 716/1000(72%)

Task: 2 Train Epoch: 60 [0/5000 (0%)]	Loss: 0.249223
Task: 2 Train Epoch: 60 [1280/5000 (25%)]	Loss: 0.181179
Task: 2 Train Epoch: 60 [2560/5000 (50%)]	Loss: 0.080844
Task: 2 Train Epoch: 60 [3840/5000 (75%)]	Loss: 0.039208

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 721/1000(72%)

Task: 2 Train Epoch: 61 [0/5000 (0%)]	Loss: 0.152776
Task: 2 Train Epoch: 61 [1280/5000 (25%)]	Loss: 0.082975
Task: 2 Train Epoch: 61 [2560/5000 (50%)]	Loss: 0.076113
Task: 2 Train Epoch: 61 [3840/5000 (75%)]	Loss: 0.061765

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 722/1000(72%)

Task: 2 Train Epoch: 62 [0/5000 (0%)]	Loss: 0.068237
Task: 2 Train Epoch: 62 [1280/5000 (25%)]	Loss: 0.087594
Task: 2 Train Epoch: 62 [2560/5000 (50%)]	Loss: 0.076567
Task: 2 Train Epoch: 62 [3840/5000 (75%)]	Loss: 0.063812

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 727/1000(73%)

Task: 2 Train Epoch: 63 [0/5000 (0%)]	Loss: 0.132442
Task: 2 Train Epoch: 63 [1280/5000 (25%)]	Loss: 0.069274
Task: 2 Train Epoch: 63 [2560/5000 (50%)]	Loss: 0.072604
Task: 2 Train Epoch: 63 [3840/5000 (75%)]	Loss: 0.116619

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 729/1000(73%)

Task: 2 Train Epoch: 64 [0/5000 (0%)]	Loss: 0.124677
Task: 2 Train Epoch: 64 [1280/5000 (25%)]	Loss: 0.075632
Task: 2 Train Epoch: 64 [2560/5000 (50%)]	Loss: 0.075313
Task: 2 Train Epoch: 64 [3840/5000 (75%)]	Loss: 0.060601

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 725/1000(72%)

Task: 2 Train Epoch: 65 [0/5000 (0%)]	Loss: 0.082022
Task: 2 Train Epoch: 65 [1280/5000 (25%)]	Loss: 0.046599
Task: 2 Train Epoch: 65 [2560/5000 (50%)]	Loss: 0.110825
Task: 2 Train Epoch: 65 [3840/5000 (75%)]	Loss: 0.102161

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 723/1000(72%)

Task: 2 Train Epoch: 66 [0/5000 (0%)]	Loss: 0.070153
Task: 2 Train Epoch: 66 [1280/5000 (25%)]	Loss: 0.121651
Task: 2 Train Epoch: 66 [2560/5000 (50%)]	Loss: 0.045868
Task: 2 Train Epoch: 66 [3840/5000 (75%)]	Loss: 0.065136

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 725/1000(72%)

Task: 2 Train Epoch: 67 [0/5000 (0%)]	Loss: 0.130101
Task: 2 Train Epoch: 67 [1280/5000 (25%)]	Loss: 0.094062
Task: 2 Train Epoch: 67 [2560/5000 (50%)]	Loss: 0.073113
Task: 2 Train Epoch: 67 [3840/5000 (75%)]	Loss: 0.043904

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 730/1000(73%)

Task: 2 Train Epoch: 68 [0/5000 (0%)]	Loss: 0.091962
Task: 2 Train Epoch: 68 [1280/5000 (25%)]	Loss: 0.065363
Task: 2 Train Epoch: 68 [2560/5000 (50%)]	Loss: 0.072533
Task: 2 Train Epoch: 68 [3840/5000 (75%)]	Loss: 0.062027

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 731/1000(73%)

Task: 2 Train Epoch: 69 [0/5000 (0%)]	Loss: 0.136469
Task: 2 Train Epoch: 69 [1280/5000 (25%)]	Loss: 0.049362
Task: 2 Train Epoch: 69 [2560/5000 (50%)]	Loss: 0.028491
Task: 2 Train Epoch: 69 [3840/5000 (75%)]	Loss: 0.108305

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 732/1000(73%)

Task: 2 Train Epoch: 70 [0/5000 (0%)]	Loss: 0.030463
Task: 2 Train Epoch: 70 [1280/5000 (25%)]	Loss: 0.068116
Task: 2 Train Epoch: 70 [2560/5000 (50%)]	Loss: 0.054421
Task: 2 Train Epoch: 70 [3840/5000 (75%)]	Loss: 0.138150

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 730/1000(73%)

Task: 2 Train Epoch: 71 [0/5000 (0%)]	Loss: 0.089207
Task: 2 Train Epoch: 71 [1280/5000 (25%)]	Loss: 0.048706
Task: 2 Train Epoch: 71 [2560/5000 (50%)]	Loss: 0.054889
Task: 2 Train Epoch: 71 [3840/5000 (75%)]	Loss: 0.076728

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 735/1000(74%)

Task: 2 Train Epoch: 72 [0/5000 (0%)]	Loss: 0.060191
Task: 2 Train Epoch: 72 [1280/5000 (25%)]	Loss: 0.078637
Task: 2 Train Epoch: 72 [2560/5000 (50%)]	Loss: 0.057765
Task: 2 Train Epoch: 72 [3840/5000 (75%)]	Loss: 0.086212

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 730/1000(73%)

Task: 2 Train Epoch: 73 [0/5000 (0%)]	Loss: 0.040899
Task: 2 Train Epoch: 73 [1280/5000 (25%)]	Loss: 0.045450
Task: 2 Train Epoch: 73 [2560/5000 (50%)]	Loss: 0.084287
Task: 2 Train Epoch: 73 [3840/5000 (75%)]	Loss: 0.040961

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 728/1000(73%)

Task: 2 Train Epoch: 74 [0/5000 (0%)]	Loss: 0.076790
Task: 2 Train Epoch: 74 [1280/5000 (25%)]	Loss: 0.066560
Task: 2 Train Epoch: 74 [2560/5000 (50%)]	Loss: 0.043172
Task: 2 Train Epoch: 74 [3840/5000 (75%)]	Loss: 0.041773

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 723/1000(72%)

Task: 2 Train Epoch: 75 [0/5000 (0%)]	Loss: 0.085145
Task: 2 Train Epoch: 75 [1280/5000 (25%)]	Loss: 0.039374
Task: 2 Train Epoch: 75 [2560/5000 (50%)]	Loss: 0.094727
Task: 2 Train Epoch: 75 [3840/5000 (75%)]	Loss: 0.052493

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 729/1000(73%)

Task: 2 Train Epoch: 76 [0/5000 (0%)]	Loss: 0.053080
Task: 2 Train Epoch: 76 [1280/5000 (25%)]	Loss: 0.046659
Task: 2 Train Epoch: 76 [2560/5000 (50%)]	Loss: 0.069197
Task: 2 Train Epoch: 76 [3840/5000 (75%)]	Loss: 0.066719

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 719/1000(72%)

Task: 2 Train Epoch: 77 [0/5000 (0%)]	Loss: 0.068854
Task: 2 Train Epoch: 77 [1280/5000 (25%)]	Loss: 0.030987
Task: 2 Train Epoch: 77 [2560/5000 (50%)]	Loss: 0.097855
Task: 2 Train Epoch: 77 [3840/5000 (75%)]	Loss: 0.049054

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 726/1000(73%)

Task: 2 Train Epoch: 78 [0/5000 (0%)]	Loss: 0.063477
Task: 2 Train Epoch: 78 [1280/5000 (25%)]	Loss: 0.040038
Task: 2 Train Epoch: 78 [2560/5000 (50%)]	Loss: 0.055657
Task: 2 Train Epoch: 78 [3840/5000 (75%)]	Loss: 0.045984

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 728/1000(73%)

Task: 2 Train Epoch: 79 [0/5000 (0%)]	Loss: 0.060043
Task: 2 Train Epoch: 79 [1280/5000 (25%)]	Loss: 0.036725
Task: 2 Train Epoch: 79 [2560/5000 (50%)]	Loss: 0.066886
Task: 2 Train Epoch: 79 [3840/5000 (75%)]	Loss: 0.043184

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 725/1000(72%)

Task: 2 Train Epoch: 80 [0/5000 (0%)]	Loss: 0.043294
Task: 2 Train Epoch: 80 [1280/5000 (25%)]	Loss: 0.040224
Task: 2 Train Epoch: 80 [2560/5000 (50%)]	Loss: 0.081396
Task: 2 Train Epoch: 80 [3840/5000 (75%)]	Loss: 0.077462

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 729/1000(73%)

Task: 2 Train Epoch: 81 [0/5000 (0%)]	Loss: 0.090189
Task: 2 Train Epoch: 81 [1280/5000 (25%)]	Loss: 0.062326
Task: 2 Train Epoch: 81 [2560/5000 (50%)]	Loss: 0.034582
Task: 2 Train Epoch: 81 [3840/5000 (75%)]	Loss: 0.041538

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 728/1000(73%)

Task: 2 Train Epoch: 82 [0/5000 (0%)]	Loss: 0.050296
Task: 2 Train Epoch: 82 [1280/5000 (25%)]	Loss: 0.064401
Task: 2 Train Epoch: 82 [2560/5000 (50%)]	Loss: 0.057416
Task: 2 Train Epoch: 82 [3840/5000 (75%)]	Loss: 0.052163

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 730/1000(73%)

Task: 2 Train Epoch: 83 [0/5000 (0%)]	Loss: 0.051613
Task: 2 Train Epoch: 83 [1280/5000 (25%)]	Loss: 0.061561
Task: 2 Train Epoch: 83 [2560/5000 (50%)]	Loss: 0.051009
Task: 2 Train Epoch: 83 [3840/5000 (75%)]	Loss: 0.072835

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 733/1000(73%)

Task: 2 Train Epoch: 84 [0/5000 (0%)]	Loss: 0.063473
Task: 2 Train Epoch: 84 [1280/5000 (25%)]	Loss: 0.053165
Task: 2 Train Epoch: 84 [2560/5000 (50%)]	Loss: 0.086730
Task: 2 Train Epoch: 84 [3840/5000 (75%)]	Loss: 0.075262

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 728/1000(73%)

Task: 2 Train Epoch: 85 [0/5000 (0%)]	Loss: 0.069961
Task: 2 Train Epoch: 85 [1280/5000 (25%)]	Loss: 0.041245
Task: 2 Train Epoch: 85 [2560/5000 (50%)]	Loss: 0.072361
Task: 2 Train Epoch: 85 [3840/5000 (75%)]	Loss: 0.062777

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 731/1000(73%)

Task: 2 Train Epoch: 86 [0/5000 (0%)]	Loss: 0.034496
Task: 2 Train Epoch: 86 [1280/5000 (25%)]	Loss: 0.061762
Task: 2 Train Epoch: 86 [2560/5000 (50%)]	Loss: 0.040780
Task: 2 Train Epoch: 86 [3840/5000 (75%)]	Loss: 0.054769

Task: 2   Test set: Avg. loss: 0.0015, Accuracy: 725/1000(72%)

Task: 2 Train Epoch: 87 [0/5000 (0%)]	Loss: 0.034586
Task: 2 Train Epoch: 87 [1280/5000 (25%)]	Loss: 0.069497
